buuid,txn_vol,accepted_txn,failed_txn,capital_granted
1519160992341-17d516f0-1474-491a-902d-be888b684cc8,98693.0,1174,163,1
1493615047332-39ca9407-67d9-41be-ad5c-92f548480a01,181657.0,1110,316,1
1523283439848-0aecf23f-a330-44ad-bcb3-402c8244ad81,839953.0,1484,254,1
1523288879353-8f441dba-713e-43bc-ab44-e5e3baef5591,107083.17,319,117,1
1508171296056-ed4e0f24-f5b8-4862-8698-3c7948f55c36,13385.0,19,7,1
1527274687013-14ba01cf-669e-4f41-84f8-69f47d35b959,31570.0,98,7,1
1533649139737-9fc1fb58-3b7a-43f1-9f89-0e3770b4474b,236054.9,464,75,1
1533628034736-d8d439fb-c3b0-4fb9-b94d-56d817ee4ecf,127805.55,152,13,1
1535101700171-09b5074f-95c2-4700-b2d0-d368ccf4694e,212106.0,1136,64,1
1438181419711-03fbca0c-762b-44e5-9137-f2f9bd55fd5f,45818.61,103,8,1
1444817934704-7275fb46-e0a6-4a24-8f62-9c0bc3ccc6b1,417587.68,1107,180,1
1446720162513-27a5f622-458c-40f5-b2a0-7c24f44a3c21,55222.21000000001,228,88,1
1447491259862-7cc46e0b-508d-4410-83e2-8b259768e7fe,221578.6,305,30,1
1449738820408-c8f22062-f217-485c-b144-96d1c2cba715,178536.5,791,208,1
1479827479037-0a6507e2-8f22-4f09-9198-ffe015ae87fb,28871.3,112,65,1
1485845453437-baf939c9-9b26-4527-84ca-93fdce271121,50646.99,154,64,1
1489484240448-6d1b311b-260a-4a58-9a2f-d6371710b9cb,89320.0,93,19,1
1491382823648-44694e78-4848-4e15-b230-424cf4ffeb9b,82208.0,50,9,1
1491248094936-3784360c-76e7-46e3-9bcb-d22af1b07aa4,133735.0,285,78,1
1491941454226-93b29a8d-0c25-4538-905b-694dd745d201,12803.2,23,3,1
1497388054346-b21c9bf4-21fa-4e3a-914a-2c8c24d395a0,36930.0,369,29,1
1510825638347-09f2fc0e-becf-479f-8917-a92f52b9ae97,90644.0,115,31,1
1516693740266-8dbb470c-0b05-4ed4-831a-e447b90c5d47,31661.0,186,18,1
1516704684039-74a7376a-7c06-40be-8bfa-008212a9e29f,95954.9,488,25,1
1518077253367-54fa185e-72f0-4a0e-bf8a-b98b7f6557d4,73007.18,67,3,1
1520511764347-2b5a186f-84c3-489f-b9f7-e06c73528475,12675.9,25,4,1
1529672702066-1c9e2e5d-4153-4a9f-886d-a570fd9ba2bf,82850.0,150,12,1
1520862600357-eeab85f0-de07-4d51-835f-eb5328980d40,214139.86,1936,386,1
1533628217895-8284272c-85e2-4bc1-8698-3bfcf977aadc,10069449.450000001,14681,4340,1
1500963099104-f897c1e8-79ff-492b-9967-b6cd6c02791a,94433.0,300,67,1
1533051991666-67290faf-a8f8-44a4-9d60-0e4085aaaa14,23125.86,70,23,1
1537909153741-531e1466-79b0-4553-94b9-c1712d24b3b0,24383.0,49,28,1
1537456394139-68c5776c-bd64-49e8-a30a-4c982d94821b,153456.0,243,10,1
1539100135947-c381c994-5a39-4c55-936f-54fa0a368761,60763.85,89,11,1
1525254005038-c967a607-4a27-4418-bee7-27c088523f39,56295.0,195,21,1
1539870552072-4fcaf1e6-dea9-4e4c-99d2-dd36ff84a0c4,40325.0,39,6,1
1541421661727-8e4210b8-1a43-4895-9ecb-d3f9599e03b8,51725.0,384,36,1
1541741139263-b73b89c5-6f55-49b5-a6ab-f1efe6c7b9e1,112176.55,584,70,1
1511772258842-cf497e58-f72e-4dbd-8ced-3dba24d2baba,261202.62999999998,714,72,1
1512035266080-0ef54509-f1b2-4628-80d3-9979362f2363,38700.0,18,2,1
1512454472784-9b44e8ac-c4fb-4a80-916b-5fb4502080d5,37524.5,385,101,1
1512997590954-ffd3be8b-3840-4a8a-a47c-d7c34e204bb6,33152.5,452,137,1
1513843623316-216a0be2-f5c5-46dd-a9e8-4132e38d2b97,62955.0,128,17,1
1516359428182-30b6a242-3e06-4f48-ac5b-95f44fbca5c1,12866.5,30,2,1
1517226961692-849cd38b-ed8a-4d7a-8f13-61268ae0b928,72101.05,353,125,1
1518421649601-ccc4fc72-9645-4b08-baa3-830844f4c878,230860.0,1765,151,1
1520513631056-ef511f96-db21-4fa6-ae74-f659f821c103,66918.72,188,38,1
1520513631056-ef511f96-db21-4fa6-ae74-f659f821c103,65498.32,182,38,1
1520593926849-1e059cb1-482a-4c0d-aac0-8052c6902a81,53597.5,221,30,1
1522098385362-e257d0d1-b963-49c4-a10a-300e70ea7562,101726.22,120,28,1
1522222884278-27511f9c-d786-4bbc-bd53-4194a0f7e985,80249.95,164,65,1
1525862813646-3a2d55ab-ff80-418a-92da-058f8b05fb95,145404.5,2581,271,1
1526044550684-4ec31c9a-95c2-41b6-97e7-f4cd47388098,221070.0,1217,144,1
1495977930730-33abf374-efc4-459b-89a5-36a5cf054ec0,37105.0,73,32,1
1533111449778-e09ac365-636f-402d-aa6c-2e2deb07a18e,27089.0,375,20,1
1532727999504-3dec5bab-a08a-4410-88e9-74a1dd743e75,19130.0,78,10,1
1535356871433-f8432732-57d4-4b2a-a615-49dbf1478f17,19941.9,40,2,1
1536153744666-f3f174b8-2664-4eb2-a91b-4ec306f100f5,38346.0,139,28,1
1502913278091-d95d3e4c-47ca-431c-b704-02c05342bae7,24421.0,100,6,1
1538405582454-38e5aacc-a9bf-433b-941b-8feb4d7c41c2,49009.7,102,31,1
1539151804654-1b570161-5b32-48c4-b836-0a7fa4d689fc,128610.0,624,151,1
1540271173118-a896e936-22d3-4a98-8f36-c2704bd84a4e,86585.75,135,32,1
1538716788093-aaeeac5b-da3f-478d-8cec-455fa7b8a10b,85254.0,168,25,1
1540996807596-cbc2e2a2-0b74-43e5-ac72-8770533b05b2,10385.25,99,34,1
1541420821297-d43266cf-f1a3-4f87-9bdf-6d3d01dab3df,130633.7,593,45,1
1541668956623-70396d07-95e4-43a5-8acf-b4dbac36fe7d,12937.5,22,16,1
1542903405651-26637759-31b1-480f-8d81-c50b3d867561,165727.0,817,203,1
1517153947548-4757ac28-ad91-4483-900e-7952934f3e1f,239206.36,664,28,1
1518529852796-265cdc46-e40d-4a95-815e-75a29ba1a891,1263099.5,1476,169,1
1518529852796-265cdc46-e40d-4a95-815e-75a29ba1a891,1330447.0,1116,240,1
1520929921203-f53f79dd-95b5-4423-abf5-f289c03bf05f,40250.0,131,19,1
1522674423268-ecc09fb7-3407-4d5c-87b1-4cf15a446ddc,15407.6,297,21,1
1523696208151-cdf8d6e0-9622-450f-aeb6-2e5c76aa596a,42872.0,103,24,1
1526294036736-1af6e484-c943-44ce-b826-fb6087318f4e,138885.0,214,14,1
1528870868681-240ef3df-674a-402e-ab43-ac23edd1d62d,31063.5,66,19,1
1529586790929-f53a66b1-c7d0-43c3-bf94-6feb0b9a1aa8,30400.0,44,18,1
1531992180613-36f8c545-1831-4c1a-b35b-b4106442b336,42950.35,26,5,1
1532111356952-627328e0-f98b-4878-b4eb-5b322ccbfec3,121566.0,126,37,1
1517647455484-a3e35835-540d-498f-a35a-371f0d372b24,58762.42,52,55,1
1531061436457-fe8cbb34-a2b7-4588-9c29-3c324f451bb4,43287.5,84,13,1
1537436480198-39ee51a7-4b83-466b-9a9e-03d7811085e7,34745.0,79,31,1
1539775197158-6ac9359c-fdec-451e-974c-1235aafdf3b9,154013.8,376,69,1
1539932634731-cff80153-b6a3-4543-abdf-e42191526d34,356706.12,974,217,1
1539932634731-cff80153-b6a3-4543-abdf-e42191526d34,213647.64,640,170,1
1540197041334-5e6dbbee-a7bf-459c-ac71-f14d347982ae,74642.5,175,8,1
1540806025483-3aca9020-79f7-4baf-8e4a-b45400543be9,82014.8,197,24,1
1540885609745-72e41c3a-2507-4bdf-930b-ba26a3c7a0cf,39624.0,94,28,1
1541435668383-45dddcd9-738b-4a7f-b99c-7281f3e22d58,33884.07,35,11,1
1542437324501-eb68aae7-bf7b-4b0e-a2a4-be0e8ba27ac2,143352.68,116,11,1
1542612631386-41d07e27-2232-4dd0-ac14-ad4563f98271,23580.0,44,6,1
1523341134049-c4e45182-8bbb-47f8-ba11-d2efe3cd5dc2,226838.0,23,17,1
1546949510644-10a58067-65f0-44f7-990d-f84c83c6675e,2473508.1,532,152,1
1547044611535-deed1a4c-d3c9-4441-b717-75514c280225,49649.0,157,27,1
1547226674236-65b8d117-a2bc-423f-ac95-2f23f31aeb27,14320.0,24,2,1
1547030531629-fa2d522c-6580-47d4-980f-305a2fe9fe75,118080.0,811,57,1
1548229263444-2b901e20-08e6-4a66-a717-b9f38bc7b22e,256482.0,184,48,1
1548845622736-b9c7272e-f19e-42a5-b1c1-baa2cba3cd60,34809.0,107,27,1
1524651924639-0e3f7175-e571-413b-9f18-ea4a93903d52,258983.0,2297,148,1
1528351272995-8624e374-d30b-4821-bdab-70a9a9b750c5,196014.77000000002,582,93,1
1531926983359-a8634305-7997-4863-a2a3-fa11891ca377,160513.66999999998,75,16,1
1532070806009-429ed144-b700-40ba-9c16-86e5a6bd7182,30090.0,36,9,1
1532893053687-b1619999-181c-4378-bb68-0d2296d714f5,53385.0,138,14,1
1533029578137-02795861-c2dd-4a5b-8d09-e60e8d444b63,248016.0,1164,344,1
1526417587303-e5a9df6d-6ee3-4445-967a-900f030c7a61,163271.0,498,54,1
1532349841404-d262ed0e-c060-4d00-b00f-a46b5e807a8b,70471.8,90,10,1
1535548811870-2ee3a93b-811c-4d04-87f0-fefe25bc5bac,52750.0,52,20,1
1536826530844-c354c481-31ac-4760-b1ab-42c7875cf867,67073.5,239,17,1
1538233054043-4d1e552e-7177-4dea-9324-a3ad6e331c6c,158513.0,194,12,1
1537895642978-fdd866f2-1191-4561-9380-ef044e43503e,24570.0,80,16,1
1532838815918-1a4fe3e6-2020-41b8-96d6-545a78e6a1a2,14941.64,138,16,1
1539444925794-e4b9ae4f-0e34-44d6-8a06-1d29c75b8b16,29799.5,75,16,1
1539584581986-ab096170-56f4-42b6-ba53-f5d5ab87873f,162186.97,250,35,1
1539584581986-ab096170-56f4-42b6-ba53-f5d5ab87873f,134760.28,232,34,1
1537449802027-94c30636-adfa-48f3-ae32-8f43a8f07526,530150.0,3450,781,1
1504186347190-efaf6217-e628-4c86-af10-4c47ee468dc7,72180.65,608,195,1
1542004309776-431c4b0e-c6fb-4727-b358-b7333c5e03c1,66563.0,207,15,1
1542820781017-3483ef00-8999-430c-a7be-5eb378764578,32903.0,53,3,1
1544701589147-ee30b964-e8ff-4398-8f9a-4fbd52ce4b17,55885.0,82,29,1
1544155620645-a0a908a3-a68b-44b9-8a8a-0de96f725b25,74322.0,582,75,1
1544929011185-e894b7da-feee-4b7c-a855-8830475ca9a3,33750.0,71,9,1
1546249199189-ee248f80-69ee-4150-8ca3-438083c648ac,118870.0,148,10,1
1547142852256-82a11478-c038-4b56-baef-ec963a2dcd1e,54082.0,176,42,1
1547142852256-82a11478-c038-4b56-baef-ec963a2dcd1e,97018.0,289,43,1
1549883711593-e1bbd80a-72d0-429e-bb67-422a1a8445f1,111618.77,56,25,1
1551353663945-75e0ea8c-d2d1-41f8-9238-aa51404474bc,63700.0,32,14,1
1551352507554-be89337b-26ca-4765-967e-1ab1a56b025d,56034.11000000001,324,49,1
1532947073532-e81d6cb2-33e1-4bd5-8f73-22d53d6b1fec,37023.31999999999,42,23,1
1528138009554-bb9b3d67-ede8-4b1b-9b68-3d9b4384246a,231714.12,2047,257,1
1533551704957-5c1a0cfa-2de7-407a-b9d8-8d9c79f11155,238915.0,422,72,1
1524734783124-607a6834-960b-4437-b4d0-d23128330f0d,76640.0,100,26,1
1535357311106-054fe652-26f3-4f06-9745-00b92e2f0be9,78998.75,848,105,1
1482951691146-ed7e4104-609e-4e5d-b5f2-93e09378da88,44267.0,51,7,1
1537726659873-e3e21ac7-2628-4318-8e74-c29d05d28425,49350.0,144,12,1
1539169791745-8bc65d55-72e0-42ac-b034-228dcc409fab,32100.0,103,4,1
1535987663479-9ac61171-6816-4b41-ae33-041d54c05912,556335.0,212,99,1
1540231187415-9bd23de3-bff5-43af-a444-115d4b270344,29820.0,42,15,1
1540987637564-948f39c2-aea0-42ff-83f0-ddd676441825,11270.0,27,7,1
1541067885654-d717b847-17ad-441b-9b2d-1f3f51475c8f,16255.0,56,3,1
1542704871165-47d90647-0ea1-4f27-a079-30c99906b6a5,15395.0,33,5,1
1542625748764-c765aa18-cb83-4299-b545-0169b31d1a4b,336568.85,1104,446,1
1545904739300-051316d8-a6a0-4afb-942f-19bd24c21e6d,330137.68,232,106,1
1545904739300-051316d8-a6a0-4afb-942f-19bd24c21e6d,585316.94,380,162,1
1487214542325-d38f4243-9674-4f0d-8b2e-24ea4c0409f1,151485.0,324,66,1
1542875322986-616c7c05-290d-41c7-b719-4440cafcb799,181586.08,984,315,1
1542875322986-616c7c05-290d-41c7-b719-4440cafcb799,47616.4,258,64,1
1548049939291-4e0af37f-0f15-42aa-81c3-d24719a69302,14887.5,53,10,1
1540874427875-64a86b3f-0e3b-465d-9e2e-fda1ba3f77ae,121550.0,185,17,1
1539770173083-34aa46bf-d2b7-49e0-80ad-e34403c2e9a9,260234.0,1823,262,1
1539770173083-34aa46bf-d2b7-49e0-80ad-e34403c2e9a9,212074.0,1458,260,1
1550915071596-612066ed-b785-48b8-8ed3-b9bed8e79976,100305.0,861,43,1
1551704804520-10adc0bf-54ab-4db6-9451-1bcdc6367217,22790.0,52,6,1
1552134989605-fc21239c-0429-4a38-a9e0-c066b98810f5,76130.0,71,2,1
1552477734657-79b98b93-d19d-4efe-a275-f4b6e98509f7,35518.0,102,14,1
1552450506678-6583e4b5-561c-43b6-8ef5-e8f190c36781,38460.0,88,7,1
1552897522271-27493880-fad6-42f7-929d-8f3e32819c36,52364.0,180,31,1
1529128927701-cbe9429e-0240-4650-93f5-1837a15d41b4,22801.0,119,25,1
1529921085014-5fd9bf6d-bd40-4082-bb25-6df1f1f8a471,531153.81,646,117,1
1530563934236-56bfa742-9c53-41c5-ba65-ffd0c160bdbc,322894.92,1498,895,1
1530563934236-56bfa742-9c53-41c5-ba65-ffd0c160bdbc,159411.02000000002,600,284,1
1531213340356-1d48e30f-e04c-48f4-ab78-2f6bc60d58c5,73209.0,73,12,1
1531640693811-80dbe3ec-b0a3-461c-a475-566994e86ed7,21075.5,42,2,1
1532683733820-d79a9d51-7749-4af4-a8c5-26f477c97b51,75202.37,16,21,1
1533327655074-c33d63b8-8ffb-4a7d-8c97-08eafcf89569,399427.5,2405,458,1
1536638264436-bf0a53cc-38a6-4c47-ba95-074aee3fdcd3,402637.55,136,20,1
1538488053941-58732d1f-7953-44b7-8389-98b4baa0b1fb,44602.41,103,12,1
1539094421482-6f6f3387-9ba5-4184-8591-b96e362a0363,278719.9,917,206,1
1472581929629-3f2d4552-dd8b-427d-9f88-4d7f2b74439e,32363.0,26,6,1
1541412704452-f1b283a3-85a9-4710-9370-880f78ae775f,285024.6,89,8,1
1542357726568-69cab0aa-8904-4983-af75-20f64ee451df,11575.0,38,5,1
1542884486402-cd03458d-81d7-4a6f-9066-c1b328e889c3,56907.71,268,54,1
1542955273923-1ab6d26e-36f4-4209-969c-71e44046fde6,65709.7,180,22,1
1542943852370-a07b00f3-dd58-4e3c-930d-8e29f679439a,64524.0,161,44,1
1544022475311-625b3ea3-aee1-4529-a9eb-670b0aec97a7,36234.13999999999,278,137,1
1544427504711-6fa721d5-7a0f-4494-a1d0-652d18c7d777,354555.0,705,79,1
1545329541596-36f2eba5-c290-4261-9733-bf6521b409e7,460057.98,1038,90,1
1545329541596-36f2eba5-c290-4261-9733-bf6521b409e7,553860.0,1236,126,1
1526991321494-a074d8e1-c6a8-4adf-828c-cc0cdcd59d54,39241.71,1151,299,1
1547725886131-57b948f4-f35e-4a89-9340-88bd1212237d,17292.45,218,50,1
1547813773730-61fd2e18-afdc-40b3-912d-3d98a1ea4855,66650.0,382,191,1
1548342382592-afd3ba32-3191-42a0-8f17-4c9c08e91774,183921.9,2989,1263,1
1536250395704-7339cae0-0759-42dc-8b5d-3c20fe5ffea7,1513153.24,779,213,1
1549616930975-4ac792f3-628c-4a4a-ac04-0782e8147f80,68155.0,50,11,1
1551851021119-7c697590-ea62-4837-8d90-b26510e63590,42770.0,54,15,1
1551779963382-7e02ed3f-95e2-4886-b601-cabad1c9e60d,37220.0,63,3,1
1535101700171-09b5074f-95c2-4700-b2d0-d368ccf4694e,305087.0,1683,113,1
1525710024430-b370bf41-2c6d-4c87-82f0-56721713ada9,57977.8,729,110,1
1536229696743-f64a0773-883a-4bb0-8f5a-e9c11991e50c,18740.0,89,56,1
1529666432640-e957ee4b-78bc-462b-ac88-74e1b45337ab,133640.0,67,16,1
1538557776894-8cf2d3f4-a8ae-4298-8fd2-30a8658ec040,33216.100000000006,209,24,1
1539406598213-19b0e856-6b88-432c-b626-f831f1b2336d,92864.65,486,19,1
1538501926047-7890953b-e659-4f53-840e-3344459de99c,146932.0,361,51,1
1539408828851-49bab81b-423a-4180-b663-c4bd7b7cc026,17668.0,329,42,1
1540991935519-a2786aa2-e976-479b-9c49-752e696e7e19,37550.0,99,11,1
1542994772920-7755f96f-9266-4fa3-a80e-d232bdb757aa,38425.0,125,38,1
1542306858685-23a87a7f-e675-48e6-a601-a6b53584239f,52483.0,252,63,1
1533815550589-394f9148-832d-412e-83a1-b9cfce068f64,15172.0,86,27,1
1543939707514-15601b6f-beab-4e68-9bd0-2ee847d1d236,84575.31999999999,72,8,1
1546871799308-8739e61e-05c1-439d-a39d-4768136b6bfc,94630.0,487,103,1
1546871799308-8739e61e-05c1-439d-a39d-4768136b6bfc,62930.0,304,76,1
1546717072103-1d75ad0a-2cfc-4eb4-8f80-f709fca82f91,54362.43,94,9,1
1550149306646-d29d415c-f205-470f-8947-14a5d707bff3,21705.9,133,22,1
1550471115722-409a7170-1a12-4501-927a-7087e49d5886,72778.0,176,31,1
1551286474954-15ad483c-976e-4729-9ef2-24e315d81ddf,6481.0,70,13,1
1551367192670-2acbe398-cb52-4cfd-8127-81f166025b03,19296.5,44,16,1
1551694527219-05f40412-b2a5-4174-9e8f-034061adc43d,70910.0,88,38,1
1551698520616-97268bc5-a8c5-493a-ad6e-b008852ca40e,25315.0,90,28,1
1551773098335-61993ea0-b29f-410a-9938-4d4c22f1bda1,102395.0,175,29,1
1551810684035-4561b3d4-5153-418c-bc50-5f1a4d70e50e,54310.0,181,19,1
1552075337530-bf0ecd4b-046c-4d10-9b35-8f625be791b0,32680.0,45,13,1
1551130228048-0935f37c-adea-424d-8869-31ec646d1a12,115750.0,791,216,1
1550164150865-43c2e76f-9b27-4b52-ba70-2548503c5533,505963.9,2075,538,1
1553865214815-e195def3-6dae-499f-a7bd-ae8089706c1f,27950.0,60,25,1
1556114778162-963eef09-ae77-425a-a982-653c1c84c0db,106028.0,367,32,1
1535128340189-5a4b1a84-b73a-4140-9ccd-212b547a62bc,563659.0200000001,1055,188,1
1525371181570-a93a203c-23ce-4e29-a1f0-26429125e36d,43220.0,147,20,1
1535393356379-31033d81-0ce9-4eb5-82ac-acd70ad5a68d,62955.0,593,136,1
1537443958286-89da36c4-5a8d-4d50-a564-a538bb5e0e73,34666.9,239,23,1
1508221400868-a69e3c20-9605-4539-a758-a35c18c803ec,99951.0,708,103,1
1539413144970-2a18203b-cee1-483f-8088-422c9d76e946,48955.0,308,35,1
1537507087960-5bae2481-a93d-49ce-b865-d513df8903fe,41559.0,82,16,1
1536061895347-684d9ca5-7883-408a-aef1-cd2d5547a378,75792.76000000001,318,40,1
1536061895347-684d9ca5-7883-408a-aef1-cd2d5547a378,72812.76000000001,310,40,1
1541402200508-f24321e4-630d-4ac0-bc6c-ba3729944803,32285.0,86,6,1
1542204124450-a6624387-16bf-4398-a004-35c40f988577,339433.5,2548,991,1
1543144743134-17fa08e3-9462-4aa7-b154-ede2ea7749cb,215744.4,677,54,1
1532703831223-5410e1d7-306e-4f86-ae11-ba336a54a7f6,23142.0,72,16,1
1545135188246-b655a63e-67e8-4324-8533-a10592bd4314,33207.5,45,2,1
1546092826166-0185fbe0-908d-4912-9eb4-0f38f185aeb1,50245.25,111,12,1
1546943731927-0f84f158-933c-4943-8983-d55f2391e06e,46096.45,452,198,1
1547645725506-8420d5cc-2ed5-4b77-8b5c-db95417043c8,52440.0,140,12,1
1547648968185-e1ab2aae-236b-42ab-a034-309af9119eab,73925.0,77,15,1
1547723348658-d77bec52-774a-40b3-8f5b-cc66aca11e17,81217.8,287,28,1
1551946774937-43004f6c-6ce9-4698-a2a9-9676d7277515,444563.0,383,84,1
1552307650908-59120eb0-2ba3-41f1-8590-2c186a453e48,38642.0,24,11,1
1552467033336-316ec080-947c-4cac-b743-c31ad23b6fb0,54340.0,69,4,1
1552721001506-cec112e2-90a7-4c34-add2-e71e9ce8e252,334758.88,113,12,1
1552721001506-cec112e2-90a7-4c34-add2-e71e9ce8e252,227948.0,88,20,1
1554206510698-58ca1e1e-0c68-48e7-bfa6-54a6a4d86ad0,35990.3,162,5,1
1554112573096-ea6e5b19-f97d-4727-923f-c11c0e9b715a,161935.0,355,23,1
1554370387915-3a051bd0-5666-4601-bdf2-9ca3626bafcd,614351.75,745,227,1
1554449159532-b2385202-2256-4c2a-a2e5-9ab7a1adb4de,66312.0,355,64,1
1553597829841-9d05e873-60eb-40a2-aa96-84f2ff8e32ef,497725.0,385,154,1
1551100453469-57c35973-7476-40e2-a848-30a2dd5d269b,115427.0,1961,341,1
1533625288429-81f138ed-3ebc-44cf-b3b3-6331cfbce23d,58790.29,77,29,1
1533631233471-2d2e18d2-6117-4dfc-8376-1bcea18eef27,113593.73,114,30,1
1533923835806-8c027c16-b5fc-44c1-ae09-c9787ca318d6,20122.0,50,38,1
1534398921057-438d23c3-8f42-4cfa-8a38-37c9d7568aa5,96408.98,216,29,1
1535972217469-4d2cc07b-3a79-4910-ac22-68d34d35867c,21805.0,264,42,1
1536575291539-e6f9dc9e-e309-4074-b0bb-68b28d8a4dd5,25718.0,200,107,1
1529696756714-7294869a-dc08-472d-9914-05d559c85335,123741.05,318,63,1
1539973594614-48491850-d8b1-4666-8990-7820a4b370c4,135234.0,772,209,1
1526234551496-5a7d41f4-8a06-4c35-a345-4eec40188a77,88588.0,206,16,1
1526234551496-5a7d41f4-8a06-4c35-a345-4eec40188a77,88588.0,206,16,1
1542222803380-bcb3caaf-54e6-4cbf-a912-2a58456433ac,318580.0,310,99,1
1543681166395-1f9915fa-068a-4f03-8096-3ba1d0e97957,386863.7,1215,221,1
1543861519258-a738d74c-0a25-4fff-a034-b8aaf6798aa5,61949.55,71,7,1
1544286525183-722b78ae-2112-4dc0-abab-c6682e3c2fde,26545.0,39,4,1
1528271063875-11d395c1-c854-45e7-9b0d-c4bf38e0ca54,98800.0,25,19,1
1548419341922-87454812-0aae-4ab1-bf90-f5b319765f78,371868.55,1612,413,1
1551432638811-aabdb74d-98ea-4f82-8813-4cc0829e1049,937997.16,962,208,1
1554469797321-d032450c-2889-43aa-a84d-a55130351824,90230.0,718,106,1
1554469797321-d032450c-2889-43aa-a84d-a55130351824,120855.0,1009,132,1
1556525802338-60bdf729-b6c4-478f-ab91-41c3896f6943,34192.979999999996,28,0,1
1556623269810-59e7cf1e-d8b3-42a4-8a14-ddb32b481f25,34985.2,248,53,1
1542273364113-4f0541c1-3200-4e9f-a00a-530226ca240c,323477.0,1597,448,1
1557214682975-7e6483f9-2a35-436e-b787-4450e41fe6ed,534367.25,2667,641,1
1557135270922-4e3cd277-d243-4956-8b1c-26fc212375e1,13760.0,27,13,1
1557997275907-9a66bfd8-ef77-44b3-8d5b-87e1876e9b63,17988.0,111,124,1
1559743289262-21a4aa90-08f3-4006-89d1-522ac1dc4810,125008.0,379,177,1
1556124456495-43193853-fe46-4c96-8f90-31b2b09ca414,11370.0,33,3,1
1559834910996-5c2a5dc9-d2c1-4578-a0f0-1c1042528c96,471708.13999999996,3127,549,1
1561624203008-de645da3-c327-4c82-b6c8-d26d7ebed435,77095.0,502,71,1
1528837616151-470f4cd0-fcce-4ff3-933e-8cc060289d11,314635.98,90,21,1
1531923844472-06ffeb57-2932-4c6a-aa3c-d16f9525111e,280019.64,1859,194,1
1532546219861-24c12ce8-71b5-4a19-a52f-23a92d7d2cb8,317193.0,667,67,1
1534758337066-f44e2619-7233-4dce-877a-c97bc73d14dd,351819.99,1271,239,1
1502170550312-5daecf7c-f261-4e66-97ff-31750adbb830,138800.0,75,11,1
1522142645143-24a4899a-5658-446b-b1d4-387aad916c83,23675.5,271,65,1
1537879718196-c67df220-2142-48d4-be7e-22a61911f158,25210.0,75,24,1
1540992146180-e39b2f1a-03a1-44b8-9898-563c6fe09614,274492.5,501,60,1
1542096287468-b9699955-f2ec-4dbc-afe2-f7052a0ae288,87068.28,112,18,1
1547201171520-d82cfa6a-d2d6-45d2-a9ee-ea594136365d,728316.65,4764,194,1
1549111466006-899997c0-c461-4328-b957-f8ef37f7b544,85312.1,270,77,1
1548404103413-c669fbeb-724b-4600-873b-f5e9d6f13155,162296.27999999997,113,10,1
1550053196717-24982623-3b4a-43e0-847e-5bafbd1e226c,94618.1,515,68,1
1550510830826-213cdfbf-945e-4c59-8d84-01f1b59e060c,47390.0,109,14,1
1551354604557-d7eeb679-f12b-48aa-bebd-0d36c3a64a1f,244275.68,112,13,1
1552383512642-594869df-397d-4cdc-b421-c4e79253c019,48560.6,103,22,1
1554217614741-a36f87d6-c00c-4d76-ac62-f2250f8fa598,340272.0,1395,477,1
1554833188008-cb96dbf0-e054-48ed-8d38-ffef8888354d,230396.85,1654,410,1
1556836793720-df932b0f-59a5-497f-a45c-5d9fdcddabb4,11722.0,62,17,1
1555497735505-e6a95cd1-5823-4570-9bb0-fe79dfb6dc87,27633.8,86,35,1
1559314170357-2f09853d-5cfe-42e4-9d12-3c06f8dc0ebc,130100.0,240,27,1
1558431480669-2e86f9e6-4789-480e-99ed-b06a82ad598d,66021.93,1074,109,1
1559920145419-0181340d-d8f2-4e28-8b1b-f3e8e5d215e9,1464775.1,1456,518,1
1559920145419-0181340d-d8f2-4e28-8b1b-f3e8e5d215e9,1393070.0,1384,466,1
1562242695245-81488b30-50c4-433f-9965-1b0988f87daa,389684.0,2186,1282,1
1562242695245-81488b30-50c4-433f-9965-1b0988f87daa,197926.0,1092,646,1
1470005854407-e1aaa350-b9ba-4421-8e01-db73b4c90366,18695.0,47,9,1
1556514219787-f94e1bd2-d1c4-48fb-91b8-d92ce5e51df5,63295.0,413,115,1
1563957971243-d0fd6a84-4139-42e2-84ab-81244a58eced,100799.83000000002,188,94,1
1542206077025-77f67616-6c5c-45e3-a90c-48ed849902d7,51542.0,173,21,1
1542480585073-c0237f31-008b-4188-991a-e67c4ce8a0b2,26830.0,78,51,1
1544544650721-4653faf9-8259-4971-b055-55f80617412f,215386.0,418,75,1
1544696062099-273c083e-449c-46ca-a117-16646bcc5e90,229235.78999999998,495,110,1
1546765819220-b4aa0853-b899-4619-b1d9-c4067054467f,65231.0,204,36,1
1547448626715-b56ca207-abf9-4e47-b078-15de13717947,39340.0,18,2,1
1547650010782-018721d7-a0f3-4efe-a256-5d6e8a01fd64,65404.0,69,15,1
1546004594746-0b8812e3-a1b7-46fd-b370-7f003d3e8e33,9440.4,56,13,1
1548054031231-b79996a3-b927-4d65-a623-57d0b9db53d8,82450.0,254,39,1
1547563262291-8a5a8ca7-831d-438f-8e48-b924f7c12834,344820.0,1412,166,1
1547563262291-8a5a8ca7-831d-438f-8e48-b924f7c12834,215710.0,902,82,1
1552120358728-2e8c526d-62b4-4ec4-999b-c66bd19fb7ee,661363.9,1565,288,1
1552591412223-62c96c00-3d66-421d-be22-7b582c431c31,81020.0,241,21,1
1551174110624-3454ee44-581d-478a-87a7-28ff8c22f109,399159.51,821,71,1
